Primary Source	Primary Source Concept ID	syndrome	RashSyn	HemorrhagicSyn	BotulicSyn	NeuroSyn	ConstitutionalSyn	SensitiveResp	SpecificResp	RespSyn	SensitiveGI	SpecificGI	GISyn	ILISyn	Concept	SubConcept	Relation to Concept	UMLS concept ID	Diagnosis	Syndrome	Physical Finding	Symptom	Sign	Related Disorder	Analog Disease	Bioterrorism Disease	Chest Radiograph	SNOMED	MESH	ICD-9	RadLex	CCC-Complaint	CCC-title	Keywords/RegExps
		Respiratory	0	0	0	0	0	1		1				0	Hiccups	Hiccups	ConceptName	C0019521:HICCOUGHS (Hiccup	0	0	1	1	0	0	0	0	0		Hiccup [C23.888.821.578]					hiccups
SyndromeCC		Respiratory	0	0	0	0	0	1		1				0	Hoarseness	Laryngitis	RelatedName	C0023067:Laryngitis	1	0	0	0	0	1	0	0	0		Laryngitis [C08.360.535]					laryngeal tracititis [\blaryngeal\s+tracit.*?\b] [C0023067:Laryngitis]:::laryngitis [\blaryngitis\b] [C0023067:Laryngitis]:::
SyndromeCC		Respiratory	0	0	0	0	0	1	1	1				0	Hypoxia	Hypoxia	ConceptName	C0242184:Hypoxi	0	0	1	0	1	0	0	0	0		Anoxia [C23.888.852.079]					hypoxia [\bhypoxia\b] [C0242184:Hypoxia]:::hypoxic [\bhypoxic\b] [C0242184:Hypoxia]:::hypoxemia [\bhypoxemia\b] [C0242184:Hypoxia]:::
CCOntology			0	0	0	0	0	1	1	1				0	Hypoxia	Desaturation	Synonym		0	0	1	0	1			0	0							dec o2 sat [\bdec.*?\s+[o0]2\s+st*at.*?\b] [C0483415:  Oxygen saturation]:::decrease 02 stat [\bdec.*?\s+[o0]2\s+st*at.*?\b] [C0483415:  Oxygen saturation]:::decrease o2 sat [\bdec.*?\s+[o0]2\s+st*at.*?\b] [C0483415:  Oxygen saturation]:::decreased 02 stats [\bdec.*?\s+[o0]2\s+st*at.*?\b] [C0483415:  Oxygen saturation]:::decreased o2 sat [\bdec.*?\s+[o0]2\s+st*at.*?\b] [C0483415:  Oxygen saturation]:::decreased o2 sats [\bdec.*?\s+[o0]2\s+st*at.*?\b] [C0483415:  Oxygen saturation]:::decreased sat [\bdecr.*?\s+sats*\b] [C0483415:  Oxygen saturation]:::decreased sats [\bdecr.*?\s+sats*\b] [C0483415:  Oxygen saturation]:::desat [\bdesat\b] [C0483415:  Oxygen saturation]:::hypoxemia [\bhypoxemia\b] [C0483415:  Oxygen saturation]:::lo 02 [\blo\s+02\b] [C0483415:  Oxygen saturation]:::low 02 sat [\blow\s+02\s+sat] [C0483415:  Oxygen saturation]:::low 02 stats [\blow\s+02\s+stats\b] [C0483415:  Oxygen saturation]:::low o2 [\blow\s+o2\b] [C0483415:  Oxygen saturation]:::low sa02 [\blow\s+sa02\b] [C0483415:  Oxygen saturation]:::low sats [\blow\s+sat.*?\b] [C0483415:  Oxygen saturation]:::low saturations [\blow\s+satu.*?\b] [C0483415:  Oxygen saturation]:::low stat s [\blow\s+stat\s+s\b] [C0483415:  Oxygen saturation]:::o2 stats down [\bo2\s+stat.*?\s+down\b] [C0483415:  Oxygen saturation]:::oxigen low [\boxigen\s+low\b] [C0483415:  Oxygen saturation]:::satis dropping [\bsatis\s+drop.*?\b] [C0483415:  Oxygen saturation]:::
RODS CC		Hemorrhagic	0	1	0	0	0							0	IdiopathicThrombocytopenicPurpura	IdiopathicThrombocytopenicPurpura	ConceptName	"C0043117:Purpura, Thrombocytopenic, Idiopathic"	1	0	0	0	0	1	0	0	0		"Purpura, Thrombocytopenic, Idiopathic [C15.378.100.805.600]"					"idiopathic thrombocytic purpura, purpura, ecchymoses, itp"
ICD	75	Constutional	0	0	0	0	1							0	InfectiousMononucleosis	InfectiousMononucleosis	ConceptName	C0021345:Infectious Mononucleosis	1	0	0	0	0	0	1	0	0		Infectious Mononucleosis [C02.256.466.313.400]					"infectious mononucleosis, mono, kissing disease"
Biocaster	SYMPTOM_147	Neurologic	0	0	0	1	0							0	Insomnia	Insomnia	ConceptName	C0917801:Insomnia	0	0	0	0	0	1	0	0	0		Sleep Initiation and Maintenance Disorders [C10.886.425.800.800]					"insomnia, can't sleep, cannot sleep"
Biocaster	SYMPTOM_104	Hemorrhagic	0	1	0	0	0							0	InternalBleeding	InternalBleeding	ConceptName	C1717969:Internal bleeding	0	1	0	0	0	1	0	0	0							"internal bleeding, internal hemorrhage"
ICD	780.9	Constitutional	0	0	0	0	1							0	Irritable	ExcessiveCryingInfant	RelatedConcept	C0581876:Crying infant	0	0	1	1	0	0	0	0	0							"excessive crying infant, fussy infant"
ICD	780.9	Constutional	0	0	0	0	1							0	Irritable	FussyInfant	Synonym	C0849993:fussy infant 	0	0	1	1	0	0	0	0	0							irritable [\birritable\b] [C0022107:Irritable]::: irritability [\birritability\b] [C0022107:Irritable]:::cranky [\bcranky\b] [C0022107:Irritable]:::crying [\bcrying\b] [C0010399:Crying]:::fussiness [\bfussi.*?\b] [C0022107:Fussiness]:::
ICD		Constutional	0	0	0	0	1							0	Irritable	NotDrinking (comment:forinfant)	RelatedConcept		0	0	0	1	0	0	0	0	0							"Not drinking, fussy baby, irritable baby"
CCOntology			0	0	0	0	1							0	Irritable	Irritable	ConceptName	C0022107:Irritable (Irritable Mood)	0	0	1	1	1			0	0							irritable [\birritable\b] [C0022107:Irritable]::: irritability [\birritability\b] [C0022107:Irritable]:::cranky [\bcranky\b] [C0022107:Irritable]:::crying [\bcrying\b] [C0010399:Crying]:::fussiness [\bfussi.*?\b] [C0022107:Fussiness]:::
Biocaster	SYMPTOM_321	Neurologic	0	0	0	1	0							0	Lethargy	Drowsiness	Synonym	C0013144:Drowsiness	0	0	1	0	1	0	0	0	0		Sleep Stages [G11.561.600.815.754] 					"drowsiness, sleepy"
RODS CC		Botulinic	0	0	1	0	0							0	LimbWeakness	LimbWeakness	ConceptName	C0587246:Limb weakness	0	0	1	0	1	0	0	0	0							"limb weakness, monoplegia"
Biocaster	SYMPTOM_193	Neurologic	0	0	0	1	0							0	LimbWeakness	Hemiparesis	RelatedConcept	C0018989:Hemiparesis	0	0	1	0	1	0	0	0	0		 Paresis [C10.597.636]					"hemiparesis, left side paralyzed, right side paralyzed"
CCOntology			0	0	0	0	0	1	1	1				0	LowerRespiratoryInfection	LowerRespiratoryInfection	ConceptName		1	0	0	0	0			0	0							lower respiratory infection  [\blower\s+resp.*?\s+infec.*?\b] [C0035243:respiratory infection]:::LRTI [\blrti\b] [C0035243:respiratory infection] :::
Biocaster	DISEASE_131	Rash	1	0	0	0	1							0	LymeDisease	LymeDisease	ConceptName	C0024198:Lyme Disease	1	0	0	0	0	1	0	0	0		Lyme Disease [C01.252.400.155.569]					"lyme disease, circular rash"
SyndromeCC		Constutional	0	0	0	0	1							0	Lymphadenopathy	Lymphadenopathy	ConceptName	C0024228:Lymphadenopathy	0	0	1	0	1	0	0	0	0		Lymphatic Diseases [C15.604]					enlarged glands [\benlarg.*?\s+gland.*?\b] [C0024228:Lymphadenopathy]:::lymphadanopathy [\blymphadanopathy\b] [C0024228:Lymphadenopathy]:::lymphadenopathy [\blymphadenopathy\b] [C0024228:Lymphadenopathy]:::lymphadenopathy [\bymphadenopathy\b] [C0024228:Lymphadenopathy]:::node swelling [\bnode\s+swell.*?\b] [C0024228:Lymphadenopathy]:::swollen gland [\bswoll.*?\s+gland\b] [C0024228:Lymphadenopathy]:::swollen glands [\bswoll.*?\s+glands?\b] [C0024228:Lymphadenopathy]:::swollen lymph node [\bswoll.*?\s+lymp.*?\s+node.?\b] [C0024228:Lymphadenopathy]:::swollen lymph nodes [\bswoll.*?\s+lymp.*?\s+node.?\b] [C0024228:Lymphadenopathy]:::
55 respiratory		Constitutional	0	0	0	0	1							0	Lymphadenopathy	CervicalAdenopathy	RelatedConcept	C0024228:Adenopathy	0	0	1	0	1	0	0	0	0							"cerebralvascular accident, CVA, intercrancal bleed, cerebral infarct"
RODS CC		Rash	1	0	0	0	0							0	Macular	Macular	ConceptName	C0332573:Macula				0	0	0	1	0	0		Macular Edema [C11.768.585.439.245]					"macular, smooth rash"
JD measles term		Rash	1	0	0	0	0	0	0	0	0	0	0	0	MaculopapularRash	MaculopapularRash	ConceptName		0	0	1	0	1	0	0	0	0							
JD's Extra Measles Term		Rash	1											0	Measles	KoplikSpots	RelatedConcept		0	0	1	0	1	0	0	0	0							
Biocaster	DISEASE_243	Rash	1	0	0	0	0							0	Measles	Measles	ConceptName	C0025007:Measles	1	0	0	0	0	1	0	0	0		Measles [C02.782.580.600.500.500]					"measles, erythematous rash"
Sample reports		Gastrointestinal	0	1	0	0	0				1		1	0	Melena	Melena	ConceptName	C0025222:MELAENA	0	0	1	1	0	0	0	0	0		Melena [C06.405.227.600]					"melena, blood in stool"
Biocaster	948	Respiratory	0	0	0	0	0	1	1	1	1		1	0	Meliodosis	Melioidosis	ConceptName	C0025229:Melioidosis	1	0	0	0	0	0	0	1	0		Melioidosis [C01.252.400.170.531]					melioidosis
Biocaster	SYMPTOM_17	Neurologic	0	0	0	1	0							0	Meningitis	Meningitis	ConceptName	C0025289:Meningitis	1	0	0	0	0	0	0	1	0		Meningitis [C10.228.228.507]					"meningitis, meningismus"
RODS CC		Neurologic	0	0	0	1	0							0	Meningitis	StiffNeck	RelatedConcept	C0151315:Stiff neck NOS	0	0	1	0	0	0	1	0	0							"stiff neck, meningismus"
Biocaster	235	Constutional	0	0	0	0	1							0	Meningococcemia	Meningococcemia	ConceptName	C0025306:Meningococcaemia	1	0	0	0	0	1	0	0	0							"meningococcemia, purpuric rash"
ICD-9	358	Botulinic	0	0	1	0	0							0	MyasthenaGravis	MyasthenaGravis	ConceptName		1	0	0	0	0	1	0	0	0		Myasthenia Gravis [C10.114.656]					myasthenia gravis
Biocaster	DISEASE_1763	Rash	1	0	0	0	0							0	NecrotizingFasciitis	NecrotizingFasciitis	ConceptName	"C0238124:Fascitis, Necrotizing"	1	0	0	0	0	1	0	0	0		"Fasciitis, Necrotizing [C01.252.825.340]"					necrotizing fasciitis
RODS CC		Neurologic	0	0	0	1	0							0	Neuropathy	Sciatica	RelatedConcept	C0036396:Sciatica	0	0	0	0	0	1	0	0	0		Sciatica [C10.597.617.682.800]					"sciatica, leg pain"
RODS CC		Neurologic	0	0	0	1	0							0	Neuropathy	Neuralgia	RelatedConcept	C0027796:Neuralgia	0	0	0	0	0	1	0	0	0		Neuralgia [C10.597.617.682]					"neuralgia, nerve pain"
RODS CC		Neurologic	0	0	0	1	0							0	Neuropathy	Neuropathy	ConceptName	C0442874:Neuropathy	1	0	0	0	0	1	0	0	0							"neuropathy, abnormal nerve"
ICD	73.9	Constutional	0	0	0	0	1							0	Ornithosis 	Ornithosis 	ConceptName	C0029291:Ornithosis	1	0	0	0	0	0	0	1	0		Psittacosis [C01.252.400.210.250.600]					"ornithosis, psittacosis, parakeet fever"
RODS CC		Rash	1	0	0	0	0							0	Papular	Papular	ConceptName	C0332563:Papular	0	0	1	0	0	0	1	0	0							"papular, raised rash, palpable rash"
RODS CC		Botulinic	0	0	1	0	0							0	Paralysis	ProgressiveParalysis	RelatedConcept	"C0205858:PARALYSIS, PROGRESSIVE"	0	0	1	0	1	0	0	0	0							progressive paralysis
Biocaster	SYMPTOM_121	Neurologic	0	0	0	1	0							0	Paralysis	Paralysis	ConceptName	C0522224:Paralysis	0	0	1	0	1	0	0	0	0		Paralysis [C10.597.622]					"paralysis, limp"
Biocaster	SYMPTOM_89	Rash	1	0	0	0	0							0	PimpleLikePox	PimpleLikePox	ConceptName	C0542346:Pimple	0	0	1	0	0	0	1	0	0							"pimple-like pox, herpes simplex (HSV) rash"
Biocaster	216	Respiratory	0	0	0	0	0	1	1	1				0	Plague	Plague	ConceptName	C0032064:Plague	1	0	0	0	0	0	0	1	0		Plague [C01.252.400.310.980.745]					"plague, pestis"
SyndromeCC		Respiratory	0	0	0	0	0	1	1	1				0	PleuralEffusion	PleuralEffusion	ConceptName	C0032227:Pleural Effusion 	0	0	1	0	0	0	0	0	1		Pleural Effusion [C08.528.652]					pleural effusion [\bpleur.*?\s+effusio.*?\b] [C0032227:Pleural Effusion]:::pleuritis [\bpleuritis\b] [C0032227:Pleural Effusion]:::
SyndromeCC		Respiratory	0	0	0	0	0			1				0	PleuriticPain	PleuriticPain	ConceptName	C0008033:Pleuritic pain	0	1	0	1	0	0	0	0	0							pleuritic pain [\bpleuritic\s+pain] [C0008033:Pleuritic pain]:::peluritic cp [\bpeluritic\s+cp\b] [C0008033:Pleuritic pain]:::pl cp [\bpl(\.|\s)+cp\b] [C0008033:Pleuritic pain]:::pl. chest discomfort [\bpl(\.|\s)+chest\s+disc.*?\b] [C0008033:Pleuritic pain]:::pleturic [\bpleturic\b] [C0008033:Pleuritic pain]:::pleur c.p. [\bpleur(\s|\.)+c(\.)?p\b] [C0008033:Pleuritic pain]:::pleuratic cp [\bpleuratic\s+cp\b] [C0008033:Pleuritic pain]:::pleuretic chest discomfort [\bpleur.*?\schest\s+disc.*?\b] [C0008033:Pleuritic pain]:::pleuretic chest pain [\bpleu.*?\s+chest\s+pain.*?\b] [C0008033:Pleuritic pain]:::pleuretic cp [\bpleuretic\s+cp\b] [C0008033:Pleuritic pain]:::pleuritic [\bpleuritic\b] [C0008033:Pleuritic pain]:::pleuritic chest pain [\bpleuritic\s+chest\s+pain.*?\b] [C0008033:Pleuritic pain]:::pleuritic cp [\bpleuritic\s+cp\b] [C0008033:Pleuritic pain]:::pleurtic cp [\bpleurtic\s+cp\b] [C0008033:Pleuritic pain]:::plueritic cp [\bplueritic\s+cp\b] [C0008033:Pleuritic pain]:::plurtic c.p [\bplurtic\s+c(\.)?p\b] [C0008033:Pleuritic pain]:::painful respiration [\bpainful\s+resp.*?\b] [C0008033:Pleuritic pain]:::pl chest discomfort [\bp(\.)?l(\.)?\s+chest\+disc.*?\b] [C0008033:Pleuritic pain]:::pl cp [\bpl(\.|\s)+pl\b] [C0008033:Pleuritic pain]:::painful breat* [\bpain.*?\s+breat.*?\b] [C0008033:Pleuritic pain]:::
CCOntology			0	0	0	0	0	1		1				0	PleuriticPain	Pleurisy	Synonym	C0032231:Pleurisy	1	1	0	0	0			0	1		Pleurisy [C08.528.735]					pleurisy [\bpleurisy\b] [C0032231:Pleurisy]:::pluritis [\bpluritis\b] [C0032231:Pleurisy]:::
Biocaster	938	Respiratory	0	0	0	0	0	1	1	1				0	Pneumonia	HantavirusPulmonarySyndrome	RelatedConcept	C0019092:Hantavirus	1	0	0	0	0	0	1	0	0		Hantavirus Pulmonary Syndrome [C02.782.147.420.380]					"hantavirus pulmonary syndrome, HPS, pneumonia"
55 respiratory		Respiratory	0	0	0	0	0	1		1				0	Pneumonia	PneumoniaHistory	RelatedConcept		0	0	0	0	0	1	0	0	0							"pneumonia history, history of pneumonia"
55 respiratory		Respiratory	0	0	0	0	0	1		1				0	PneumothoraxDX	PneumothoraxDX	ConceptName		1	0	0	0	0	1	0	0	0							"pneumothorax dx, fluid in the chest"
Biocaster	SYMPTOM_672	Rash	1	0	0	0	0							0	Pruritis	Itching	Synonym	C0033774:Itching	0	0	0	0	0	0	1	0	0		Pruritus [C23.888.885.625]					"itching, pruritus"
ICD-9	374.3	Botulinic	0	0	1	0	0							0	PtosisOfEyelid	PtosisOfEyelid	ConceptName	"C0005745:Ptosis, Eyelid"	0	0	1	0	1	0	0	0	0							"ptosis of eyelid, droopy eyelid"
55 respiratory		Respiratory	0	0	0	0	0	1	1	1				0	PulmonaryEmbolus	PulmonaryEmbolus	ConceptName	C0034065:Pulmonary embolus	1	0	0	0	0	1	0	0	0		Pulmonary Embolism [C08.381.746]					"pulmonary embolus, pulmonary artery clot"
RODS CC		Rash	1	0	0	0	0							0	Purpuric	Ecchymosis	RelatedConcept	C0013491:Ecchymosis	0	0	1	0	0	1	0	0	0		Ecchymosis [C23.550.414.625]					"ecchymosis, bleeding into the skin"
RODS CC		Rash	1	0	0	0	0							0	Purpuric	Petechial	RelatedConcept	C0031256:Petechia	0	0	1	0	0	0	1	0	0							"petechial, small erythematous rash"
RODS CC		Rash	1	0	0	0	0							0	Purpuric	Purpuric	ConceptName	C0333289:Purpuric	0	0	1	0	0	0	1	0	0							"purpuric, itchy"
Biocaster	SYMPTOM_90	Rash	1	0	0	0	0							0	Pustule	Pustule 	ConceptName	C0241157:pustule	0	0	1	0	0	1	0	0	0							pustule
Biocaster	956	Respiratory	0	0	0	0	0	1	1	1				0	Qfever	QFever	ConceptName	C0034362:Q Fever 	1	0	0	0	0	0	0	1	0		Q Fever [C01.252.400.755]					q fever
Biocaster	DISEASE_8	Neurologic	0	0	0	1	0							0	Rabies	Rabies	ConceptName	C0034494:Rabies	1	0	0	0	0	0	1	0	0		Rabies [C02.782.580.830.750]					"rabies, hydrophobia"
Biocaster	SYMPTOM_37	Rash	1	0	0	0	0							0	Rash	Rash	ConceptName	C0015230:Rash	0	0	1	0	0	0	1	0	0		Exanthema [C17.800.257]					"rash, skin lesion, skin eruption"
SyndromeCC		Respiratory	0	0	0	0	0	1		1				0	RespiratoryDistress	RespiratoryDistress	ConceptName	C0476273:Respiratory distress	0	0	1	1	0	0	0	0	0							"respiratory distress, tachypnea"
Biocaster	1738	Constutional	0	0	0	0	1							0	RheumaticFever	RheumaticFever	ConceptName	C0035436:Rheumatic Fever	1	0	0	0	0	1	0	0	0		 Rheumatic Fever [C01.252.410.890.731]					rheumatic fever
		Respiratory	0	0	0	0	0	1		1				0	Rhinitis	Sneezing	RelatedConcept	C0037383:Sneezing	0	0	1	1	0	0	0	0	0		Sneezing [C23.888.852.889]					"sneezing, sneeze"
CCOntology			0	0	0	0	0	1		1				0	Rhinitis	Rhinitis	ConceptName	C0035455:Rhinitis 	0	0	1	1	0			0	0		Rhinitis [C08.460.799]					rhinitis [\brhin.*tis\b] [C0035455:Rhinitis]:::
CCOntology			0	0	0	0	0	1						0	Rhinitis	NasalCongestion	RelatedConcept	C0027424:Nasal congestion	0	0	1	1	0			0	0							nasal|nose + stuff*|cong*|conj* [\b(nasal|nose)(\s+|\+)+(stuff|con[jg]).*?\b] [C0027424:Nose congestion]:::
55 respiratory		Respiratory	0	0	0	0	0	1		1				0	Rhonchi	Rhonchi	ConceptName	C0035508:Rhonchi	0	0	1	0	1	0	0	0	0							"rhonchi, coarse breath sounds"
		Rash	1	0	0	0	0							0	Rubella	Rubella	ConceptName	C0035920:Rubella	1	0	0	0	0	1	0	0	0		Rubella [C02.782.930.700.700]					"rubella, german measles"
Biocaster	DISEASE_1718	Rash	1	0	0	0	0							0	ScarletFever	ScarletFever	ConceptName	C0036285:Scarlet Fever	1	0	0	0	0	1	0	0	0		Scarlet Fever [C01.252.410.890.823]					scarlet fever
Biocaster	SYMPTOM_120	Rash	1	0	0	0	0							0	Scarring	Scarring	ConceptName	C0008767:Scarring	0	0	1	0	0	0	1	0	0		Cicatrix [C23.550.355.274]					"scarring, scars, scarred"
55 respiratory		Constitutional	0	0	0	0	1							0	Sepsis	Sepsis	ConceptName	C0036690:Sepsis (Septicemia)	1	0	0	0	0	1	0	0	0		Sepsis [C01.539.757]					"sepsis, bacteremia"
Biocaster	13	Respiratory	0	0	0	0	0	1	1	1				0	SevereAcuteRespiratorySyndrome	SevereAcuteRespiratorySyndrome	ConceptName	C1175175:SARS	1	0	0	0	0	0	1	0	0		Severe Acute Respiratory Syndrome [C02.782.600.550.200.750]					"severe acute respiratory syndrome, sars"
ICD	4	Gastrointestinal	0	0	0	0	0				1	1	1	0	Shigellosis	Shigellosis	ConceptName	C0013371:Shigellosis 	1	0	0	0	0	0	0	1	0		" Dysentery, Bacillary [C06.405.205.331.479]  "					"shigellosis, shigella, bacillary dysentery"
SyndromeCC		Respiratory	0	0	0	0	0	1		1				0	Sinusitis	Sinusitis	ConceptName	C0037199:Sinusitis	1	0	0	0	0	1	0	0	0		Sinusitis [C08.460.692.752]					sines pain [\bsines\s+pains*\b] [C0037199:Sinusitis]:::sinusitis [\bsinusitis\b] [C0037199:Sinusitis]:::sinus [\bsinus.*?\b] [C0037199:Sinusitis]:::sinus inf [\bsinus\s+inf.*?\b] [C0037199:Sinusitis]:::sinus infection [\bsinus\s+inf.*?\b] [C0037199:Sinusitis]:::sinus pain [\bsinus\s+pain\b] [C0037199:Sinusitis]:::sinus pressure [\bsinus\s+pressur.*?\b] [C0037199:Sinusitis]:::sinus problem [\bsinus\s+problems*\b] [C0037199:Sinusitis]:::sinus problems [\bsinus\s+problems*\b] [C0037199:Sinusitis]:::sinus unfection [\bsinus\s+unfect.*?\b] [C0037199:Sinusitis]:::sinus? [\bsinus\?] [C0037199:Sinusitis]:::
Biocaster	SYMPTOM_3	Rash	1	0	0	0	0							0	SmallPapules	SmallPapules	ConceptName	C0858696:Small papule	0	0	1	0	0	0	1	0	0							"small papules, small palpable rash"
Biocaster	DISEASE_6	Rash	1	0	0	0	0							0	SmallPox	Smallpox	ConceptName	C0037354:Smallpox	1	0	0	0	0	0	0	1	0		Smallpox [C02.256.743.826]					"smallpox, small pox"
RODS CC		Neurologic	0	0	0	1	0							0	Somnolence	Somnolence	ConceptName	C0013144:Somnolence	0	0	1	0	0	0	0	0	0		Disorders of Excessive Somnolence [C10.886.425.800.200]					"somnolent, somnolence, sleeping, sleepy"
RODS CC		Rash	1	0	0	0	0							0	Sores	Sores	ConceptName	C1442877:Sore	0	0	1	0	0	1	0	0	0							"sore, sores"
RODS CC		Neurologic	0	0	0	1	0							0	Spasms	Spasms	ConceptName	C0037763:SPASMS	0	0	1	0	1	0	0	0	0		Spasm [C10.597.613.750]					"spasms, contractions"
		Botulinic	0	0	1	0	0							0	SpeechProblem	SpeechProblem	ConceptName		0	0	1	0	1	0	0	0	0							
RODS CC		Botulinic	0	0	1	0	0							0	SpeechProblem	Dysphonia	RelatedConcept	C1527344:Dysphonia	0	0	1	0	1	0	0	0	0		Dysphonia [C08.360.940.325] 					"dysphonia, difficulty speaking"
RODS CC		Botulinic	0	0	1	0	0							0	SpeechProblem	Dysarthria	RelatedConcept	C0013362:Dysarthria	0	0	1	0	1	0	0	0	0		Dysarthria [C10.597.606.150.500.800.150.200]					"dysarthria, difficulty speaking"
RODS CC		Botulinic	0	0	1	0	0							0	SpeechProblem	SlurredSpeech	RelatedConcept	C0234518:Slurred speech	0	0	1	0	1	0	0	0	0							slurred speech
RODS CC		Botulinic	0	0	1	0	0							0	SpeechProblem	LossOfSpeech	RelatedConcept		0	0	1	0	1	0	0	0	0							"loss of speech, aphonic"
SyndromeCC		Respiratory	0	0	0	0	0	1	1	1				0	Stridor	Stridor	ConceptName	C0038450:Stridor	0	0	1	0	1	0	0	0	0		Respiratory Sounds [C23.888.852.779]					stridor [\bstridor\b] [C0038450:Stridor]:::noisy breathing [\bnoisy\s+breathing\b] [C0237304:Noisy breathing]:::
Biocaster	SYMPTOM_351	Hemorrhagic	0	1	0	0	0							0	SubcutaneousHemorrhage	SubcutaneousHemorrhage	ConceptName		0	0	1	0	0	1	0	0	0							subcutaneous hemorrhage
Biocaster	SYMPTOM_728	Hemorrhagic	0	1	0	0	0							0	SubungualHematoma	SubungualHematoma	ConceptName	C0474975:Subungual haematoma	0	0	1	0	1	0	0	0	0							subungual hematoma
RODS CC		Neurologic	0	0	0	1	0							0	Syncope	LossOfConsciousness	Synonym	C0041657:Unconsciousness	0	0	1	0	0	0	0	0	0		Unconsciousness [C10.597.606.358.800] 					"loss of consciousness, coma, syncope"
RODS CC		Neurologic	0	0	0	1	0							0	Syncope	Syncope	ConceptName	C0039070:Syncope	0	0	1	0	0	0	0	0	0		Syncope [C10.597.606.358.800.600]					"syncope, unconscious, fainted"
Biocaster	SYMPTOM_173	Neurologic	0	0	0	1	0							0	Syncope	Coma	RelatedConcept	C0009421:Coma	0	0	1	0	1	0	0	0	0		Coma [C10.597.606.358.800.200]					"coma, unconscious, unresponsive"
55 respiratory		Constutional	0	0	0	0	1							0	Tachycardia	Tachycardia	ConceptName	C0039231:Tachycardia	0	0	1	0	1	0	0	0	0							"tachycardia, fast heart rate"
SyndromeCC		Respiratory	0	0	0	0	0	1		1				0	Tachypnea	Tachypnea	ConceptName	C0231835:[D]Tachypnea	0	0	1	0	1	0	0	0	0		Sleep Disorders [C23.888.592.796]					tachypnea [\btachypnea\b] [C0231835:(D)Tachypnea]:::tachypneic [\btachypneic\b] [C0231835:(D)Tachypnea]:::tachyp [\btachyp\b] [C0231835:(D)Tachypnea]:::
CCOntology			0	0	0	0	0	1	1	1				0	Tachypnea	IncreasedRespiratoryRate	Synonym	C0231835:Increased respiratory rate	0	0	1	1	1			0	0							increased RR [\bincreased\s+rr\b] [C0231835:(D)Tachypnea]:::inc RR [\binc\.?\s+rr] [C0231835:(D)Tachypnea]:::inc. RR [\binc\.?\s+rr] [C0231835:(D)Tachypnea]:::inc. resp%rate [\binc.*?\sresp(\%|\.|\s+)rate\b] [C0231835:(D)Tachypnea]:::increased resp%rate [\binc.*?\sresp(\%|\.|\s+)rate\b] [C0231835:(D)Tachypnea]:::respiratory rate [\brespiratory\s+rate\b] [C0231835:(D)Tachypnea]:::increased resp [\binc.*?\s+resp.*?\b] [C0231835:(D)Tachypnea]:::increased respiratory [\binc.*?\s+resp.*?\b] [C0231835:(D)Tachypnea]:::breathing fast [\bbrea.*?fast.*?\b] [C0231835:(D)Tachypnea]:::rapid breathing [\brapid\s+breat.*?\b] [C0231835:(D)Tachypnea]:::rapid respiration [\brapid\s+resp.*?\b] [C0231835:(D)Tachypnea]:::breathing rapid [\bbreat.*?\s+rapid.*?\b] [C0231835:(D)Tachypnea]:::fast breat [\bfast\s+?breat.*?\b] [C0231835:(D)Tachypnea]:::rapid breat [\brapid\s+breat.*?\b] [C0231835:(D)Tachypnea]:::rapid resp [\brapid\s+resp.*?\b][C0231835:(D)Tachypnea]:::
CCOntology			0	0	0	0	0	1	1	1				0	Tachypnea	IncreasedRespiration	RelatedConcept	C0231835:Increased respiratory rate	0	0	1	0	0			0	0							increased resp [\binc.*?\s+resp.*?\b] [C0231835:(D)Tachypnea]:::increased respiratory [\binc.*?\s+resp.*?\b] [C0231835:(D)Tachypnea]:::breathing fast [\bbrea.*?fast.*?\b] [C0231835:(D)Tachypnea]:::rapid breathing [\brapid\s+breat.*?\b] [C0231835:(D)Tachypnea]:::rapid respiration [\brapid\s+resp.*?\b] [C0231835:(D)Tachypnea]:::breathing rapid [\bbreat.*?\s+rapid.*?\b] [C0231835:(D)Tachypnea]:::fast breat [\bfast\s+?breat.*?\b] [C0231835:(D)Tachypnea]:::rapid breat [\brapid\s+breat.*?\b] [C0231835:(D)Tachypnea]:::rapid resp [\brapid\s+resp.*?\b][C0231835:(D)Tachypnea]:::
Biocaster	SYMPTOM_156	Hemorrhagic	0	1	0	0	0							0	Thrombocytopenia	Thrombocytopenia	ConceptName	C0040034:Thrombocytopaenia	0	0	0	0	0	0	1	0	0		Thrombocytopenia [C15.378.140.855]					"thrombocytopenia, low platelets"
RODS CC		Neurologic	0	0	0	1	0							0	Tremor	Tremor	ConceptName	C0040822:Tremor	0	0	1	0	0	0	0	0	0		Tremor [C10.597.350.850]					tremor
RODS CC		Neurologic	0	0	0	1	0							0	TrigeminalNeuralgia	TrigeminalNeuralgia	ConceptName	C0040997:Trigeminal Neuralgia	1	0	0	0	0	0	0	0	0		Trigeminal Neuralgia [C10.292.775.700]   					trigeminal neurolgia
Biocaster	469	Respiratory	0	0	0	0	0	1	1	1				0	Tuberculosis	Tuberculosis	ConceptName	C0041296:Tuberculosis	1	0	0	0	0	0	1	0	0		Tuberculosis [C01.252.410.040.552.846]					"tuberculosis, Mycobacterium, mycobacteriosis"
